,stnode,endnode,Wkt,one_way,key,infra_type,length,osm_id,geometry
8767,7235,3755,"LINESTRING (-21.9777539 64.1488313, -21.9777609 64.1488784, -21.9777772 64.1489171, -21.9778526 64.1489312, -21.9780131 64.148934, -21.9780715 64.1489242, -21.9781047 64.148907, -21.9781143 64.1488842, -21.978102 64.1488508, -21.9780348 64.1488296)",,edge_13780,residential,0.037401991747866056,31b34ffa-dce4-48ac-b977-7da0ab58256c,"LINESTRING (-21.9777539 64.1488313, -21.9780348 64.1488296)"
8768,7236,12135,"LINESTRING (-21.8548102 64.1364138, -21.8544434 64.1360421, -21.8544293 64.1360165, -21.8544305 64.1359919, -21.8544401 64.1359772, -21.8544748 64.1359548, -21.8545154 64.1359348, -21.8549993 64.1358379, -21.8550521 64.1358114, -21.8550735 64.1357904, -21.8551459 64.1356371, -21.8550006 64.1354758)",,edge_3603,service,0.12767286289846988,eaccd02f-686b-4371-8ccc-80a81ea28cbb,"LINESTRING (-21.8548102 64.1364138, -21.8550006 64.1354758)"
8769,7236,17872,"LINESTRING (-21.8548102 64.1364138, -21.8551391 64.136375)",,edge_3622,residential,0.016588981411625178,ee4f980f-734a-49b0-b0ce-a2b664e1f10c,"LINESTRING (-21.8548102 64.1364138, -21.8551391 64.136375)"
8770,7237,897,"LINESTRING (-21.7898592 64.1428424, -21.791326 64.142907)",,edge_19070,residential,0.07176860595277008,8d7c23d8-0bc9-45e9-84e7-76b2fb3aa4f9,"LINESTRING (-21.7898592 64.1428424, -21.791326 64.142907)"
8771,7238,16914,"LINESTRING (-21.8505871 64.1415807, -21.8506338 64.1416675, -21.8507993 64.1419181, -21.8509912 64.1421806, -21.8513478 64.1425381, -21.8517585 64.1428913)",,edge_6507,primary,0.15736465946977696,0c93bbd7-889e-4d73-9c85-50c290c17d9c,"LINESTRING (-21.8505871 64.1415807, -21.8517585 64.1428913)"
8772,7239,11644,"LINESTRING (-21.9210626 64.1404417, -21.9204087 64.1406083)",,edge_8246,service,0.036857125474986284,b6283b50-5295-47a1-b756-af7ab1af7a82,"LINESTRING (-21.9210626 64.1404417, -21.9204087 64.1406083)"
8773,7241,7346,"LINESTRING (-21.8065531 64.1224274, -21.8065567 64.1226099, -21.8066078 64.1233355)",,edge_4885,residential,0.10127335399513673,e9dd7b94-574e-44d3-93b9-4f2cc56cf6f6,"LINESTRING (-21.8065531 64.1224274, -21.8066078 64.1233355)"
8774,7241,11086,"LINESTRING (-21.8065531 64.1224274, -21.8063002 64.1224288, -21.8062779 64.1224313, -21.8056134 64.1224419)",,edge_4901,residential,0.04583758335860905,85b4d066-28ba-4b03-b3a5-e1932f7f99ed,"LINESTRING (-21.8065531 64.1224274, -21.8056134 64.1224419)"
8775,7242,10078,"LINESTRING (-21.7913921 64.1487204, -21.7903039 64.1486255)",,edge_18959,residential,0.054010681972846995,7b638fe1-8e8b-4252-af37-a8dd228bc1f3,"LINESTRING (-21.7913921 64.1487204, -21.7903039 64.1486255)"
8776,7245,15419,"LINESTRING (-21.881901 64.1345228, -21.8810552 64.1344031, -21.8809515 64.1345407, -21.8818043 64.1346515)",,edge_2544,service,0.10277074384790044,89f0d2dc-da91-4dcb-8b68-8c81a0b35af3,"LINESTRING (-21.881901 64.1345228, -21.8818043 64.1346515)"
8777,7245,15419,"LINESTRING (-21.881901 64.1345228, -21.8818043 64.1346515)",,edge_2547,residential,0.015100395140027215,f671544d-28fd-4e8d-b165-51fc06fa5cef,"LINESTRING (-21.881901 64.1345228, -21.8818043 64.1346515)"
8778,7248,8625,"LINESTRING (-21.7984382 64.1324982, -21.7985618 64.1323413)",,edge_5458,service,0.01849787624502539,7d725fba-42c7-40ae-8c39-473ca964ebee,"LINESTRING (-21.7984382 64.1324982, -21.7985618 64.1323413)"
8779,7248,15713,"LINESTRING (-21.7984382 64.1324982, -21.7983451 64.1325027, -21.7982703 64.1325149)",,edge_5485,residential,0.008449992621057112,bb3f565d-3764-4dcf-8b7b-e4b05ff256ab,"LINESTRING (-21.7984382 64.1324982, -21.7982703 64.1325149)"
8780,7249,5070,"LINESTRING (-21.8780079 64.1189412, -21.8781839 64.1185428)",,edge_1864,service,0.04523361042929049,50ecd475-0820-44aa-9be8-4eaa36e12491,"LINESTRING (-21.8780079 64.1189412, -21.8781839 64.1185428)"
8781,7249,10493,"LINESTRING (-21.8780079 64.1189412, -21.8787904 64.1190077, -21.8789162 64.1190191)",,edge_1892,residential,0.04510003329543408,f79efc29-bdb3-43c3-ad0b-e2976bf15576,"LINESTRING (-21.8780079 64.1189412, -21.8789162 64.1190191)"
8782,7250,6893,"LINESTRING (-21.862967 64.1452414, -21.8627822 64.1455618)",,edge_7033,service,0.036833410044681894,12f055b8-16a8-4239-a09e-2f90f5287e23,"LINESTRING (-21.862967 64.1452414, -21.8627822 64.1455618)"
8783,7250,12937,"LINESTRING (-21.862967 64.1452414, -21.8629505 64.1452399, -21.8624021 64.1451627)",,edge_7035,residential,0.028868238663649046,bf3e4370-d4d9-4bb9-ab2f-5c8e47d7b0ee,"LINESTRING (-21.862967 64.1452414, -21.8624021 64.1451627)"
8784,7251,3014,"LINESTRING (-21.7926798 64.1206118, -21.7924414 64.1206151, -21.7919288 64.1206222)",,edge_20373,residential,0.036607612989904594,17ac2bb9-9ce5-4e01-a136-c3b8eacf8821,"LINESTRING (-21.7926798 64.1206118, -21.7919288 64.1206222)"
8785,7251,14724,"LINESTRING (-21.7926798 64.1206118, -21.7926797 64.1206151, -21.7926874 64.1207408, -21.7926963 64.1208863, -21.7927068 64.1210598)",,edge_20390,residential,0.049960298356853755,1ffe2d55-b9a0-424e-9093-9e0172680000,"LINESTRING (-21.7926798 64.1206118, -21.7927068 64.1210598)"
8786,7252,5407,"LINESTRING (-21.9694379 64.1487126, -21.9694177 64.1486195, -21.9694957 64.1486163, -21.970294 64.1485834)",,edge_11876,residential,0.05326568251108127,e5c432e3-b65d-4b48-aee2-10f8a578baad,"LINESTRING (-21.9694379 64.1487126, -21.970294 64.1485834)"
8787,7253,17047,"LINESTRING (-21.6833159 64.1792294, -21.6837745 64.1790203)",,edge_16656,residential,0.03225686675475352,e477f86a-b962-48d7-9b00-98d59e110697,"LINESTRING (-21.6833159 64.1792294, -21.6837745 64.1790203)"
8788,7253,4239,"LINESTRING (-21.6833159 64.1792294, -21.6835182 64.1793159)",,edge_16657,residential,0.01377401652005201,83962d0f-385d-4a05-a77c-8f98df712b4e,"LINESTRING (-21.6833159 64.1792294, -21.6835182 64.1793159)"
8789,7255,18307,"LINESTRING (-21.723577 64.1120993, -21.7233075 64.1121075, -21.7229713 64.1120959, -21.7226386 64.1120811)",,edge_20801,service,0.04589995387022855,9df3513e-92aa-403e-9cb6-6505fa7a5183,"LINESTRING (-21.723577 64.1120993, -21.7226386 64.1120811)"
8790,7256,16870,"LINESTRING (-21.8240685 64.1219858, -21.8227075 64.121926)",,edge_4483,residential,0.06663997350289905,73c27deb-a478-4850-a67a-33cff8e98fb9,"LINESTRING (-21.8240685 64.1219858, -21.8227075 64.121926)"
8791,7257,15039,"LINESTRING (-21.8568588 64.166691, -21.8567133 64.1668026, -21.8566708 64.1669063, -21.8567035 64.1674608, -21.8567183 64.1676969, -21.8567071 64.1678528, -21.8567553 64.1681403, -21.8568768 64.1684121, -21.8570736 64.1686372, -21.8573077 64.1688058, -21.8575935 64.1689325, -21.857896 64.1690255, -21.858871 64.169178, -21.8595134 64.1692625, -21.8596887 64.1693104, -21.859848 64.1693885, -21.8601578 64.1696331, -21.8613787 64.1705339)",,edge_14086,track,0.5338059736319164,42b729c5-30d2-4043-b94a-8db228595c12,"LINESTRING (-21.8568588 64.166691, -21.8613787 64.1705339)"
8792,7258,1966,"LINESTRING (-21.8805161 64.1229399, -21.8803599 64.1229215)",,edge_2214,secondary,0.007881155762147216,ba06f80b-514b-4f9f-8d66-7a453b2bb2b3,"LINESTRING (-21.8805161 64.1229399, -21.8803599 64.1229215)"
8793,7258,9237,"LINESTRING (-21.8805161 64.1229399, -21.880556 64.1228923, -21.8805745 64.12287, -21.8806008 64.1228247, -21.8805993 64.1227263)",,edge_2216,residential,0.024475351041137218,ec68292f-f5ca-429a-8170-7e063794607c,"LINESTRING (-21.8805161 64.1229399, -21.8805993 64.1227263)"
8794,7259,4439,"LINESTRING (-21.8665961 64.1509141, -21.8668887 64.1509579, -21.8686487 64.1512215)",,edge_7567,secondary,0.10560919995256667,094e7a03-9a50-4434-9549-24fd7b0144e0,"LINESTRING (-21.8665961 64.1509141, -21.8686487 64.1512215)"
8795,7259,7225,"LINESTRING (-21.8665961 64.1509141, -21.866634 64.1508403)",,edge_7634,unclassified,0.008431430779815204,351bdd4e-8417-4fec-bde6-4bbf9ceacc7c,"LINESTRING (-21.8665961 64.1509141, -21.866634 64.1508403)"
8796,7261,1163,"LINESTRING (-21.9008375 64.1458568, -21.9008748 64.1458454)",,edge_8839,tertiary,0.002216220281918386,c76c7ed3-29d7-4b94-bb40-f6ab0fef64ea,"LINESTRING (-21.9008375 64.1458568, -21.9008748 64.1458454)"
8797,7267,11211,"LINESTRING (-21.7879596 64.1500943, -21.7879623 64.1500724, -21.7879503 64.1500511, -21.7879249 64.1500322)",,edge_18648,tertiary,0.0073330681779418,9e83e759-9d06-4294-8ce1-fd87d25332b9,"LINESTRING (-21.7879596 64.1500943, -21.7879249 64.1500322)"
8798,7268,11712,"LINESTRING (-21.8422198 64.1071719, -21.8422228 64.107024)",,edge_1481,residential,0.01648839247833033,a27a30bc-7f6b-4b8b-bacc-f8f8f717d992,"LINESTRING (-21.8422198 64.1071719, -21.8422228 64.107024)"
8799,7268,12913,"LINESTRING (-21.8422198 64.1071719, -21.8429824 64.1071712)",,edge_1489,service,0.03717243958932807,032d81ae-1fb1-475c-93e8-3d1d3469cf76,"LINESTRING (-21.8422198 64.1071719, -21.8429824 64.1071712)"
8800,7269,17514,"LINESTRING (-21.8305977 64.2422718, -21.830575 64.2421747)",,edge_14198,unclassified,0.0108806733456178,ed5cc86e-e0ff-4afa-bd89-d4e7f3717126,"LINESTRING (-21.8305977 64.2422718, -21.830575 64.2421747)"
8801,7270,5971,"LINESTRING (-21.634746 64.1644937, -21.6343486 64.1644241, -21.6340315 64.1643107, -21.6337307 64.164169)",,edge_17279,track,0.06230596362807329,27e42444-505b-404d-8928-46ca0a1a8f30,"LINESTRING (-21.634746 64.1644937, -21.6337307 64.164169)"
8802,7270,2334,"LINESTRING (-21.634746 64.1644937, -21.6344529 64.1645382, -21.6337805 64.1646524, -21.6334973 64.1647758, -21.6330372 64.1649639, -21.6329665 64.165149, -21.6331293 64.165294, -21.6332606 64.1653959, -21.6333628 64.1654852, -21.6336695 64.1657119, -21.6337063 64.1657586, -21.6337072 64.1658131, -21.6336066 64.1658978, -21.6334553 64.165978, -21.6334402 64.1660595, -21.6334528 64.1661382, -21.6334761 64.1661977, -21.6335398 64.1664784, -21.633561 64.166645, -21.6334195 64.1668917, -21.6331788 64.1671693, -21.6330018 64.1672465, -21.6326762 64.1673205, -21.6323506 64.1674562, -21.632117 64.1675981, -21.6320392 64.16778, -21.6320958 64.1679435, -21.6321595 64.1682489, -21.6321383 64.1684277, -21.6317384 64.1690482, -21.6314487 64.1693988, -21.6312663 64.1695998, -21.6311644 64.1698639, -21.6308532 64.1702332, -21.6305636 64.1705347, -21.6304402 64.1707918, -21.6302578 64.1710115)",,edge_17282,track,0.8302897198227667,bd5af07d-2050-417c-821e-4ac520d898fd,"LINESTRING (-21.634746 64.1644937, -21.6302578 64.1710115)"
8803,7271,9167,"LINESTRING (-21.6305409 64.3615025, -21.6301757 64.3613962)",,edge_14473,service,0.02124995183051035,43c94ce3-dbe3-40d1-acf2-4bd8dd8b7d51,"LINESTRING (-21.6305409 64.3615025, -21.6301757 64.3613962)"
8804,7271,8493,"LINESTRING (-21.6305409 64.3615025, -21.6298996 64.3616049, -21.628561 64.3618557, -21.6271996 64.362057, -21.6270448 64.3620718)",,edge_14476,residential,0.1805826209135768,3bea6283-f90d-4f8e-966e-3fa812d5ea21,"LINESTRING (-21.6305409 64.3615025, -21.6270448 64.3620718)"
8805,7272,17215,"LINESTRING (-21.6638674 64.1598903, -21.6640306 64.1598252, -21.6641808 64.1597703, -21.6642693 64.1597329, -21.6643122 64.1597095)",,edge_17743,service,0.02962330320132133,0c05c92f-9d2f-4502-ac97-ecf40d9e4bbe,"LINESTRING (-21.6638674 64.1598903, -21.6643122 64.1597095)"
8806,7272,200,"LINESTRING (-21.6638674 64.1598903, -21.6633781 64.1597598)",,edge_17747,residential,0.02789887436832513,38fbabe6-4170-479a-a6fe-43a4ee90442d,"LINESTRING (-21.6638674 64.1598903, -21.6633781 64.1597598)"
8807,7273,12228,"LINESTRING (-21.7182349 64.1602063, -21.7164548 64.1597122)",,edge_18182,residential,0.10263766856017323,99cbbb72-39db-4d4c-99fc-01f7d8cca71f,"LINESTRING (-21.7182349 64.1602063, -21.7164548 64.1597122)"
8808,7273,17283,"LINESTRING (-21.7182349 64.1602063, -21.7196744 64.1581828, -21.7196961 64.1580822, -21.7194745 64.1580165)",,edge_18183,residential,0.2605003109689281,c08acf32-784e-413f-8f07-d8c8b3149fa4,"LINESTRING (-21.7182349 64.1602063, -21.7194745 64.1580165)"
8809,7275,17490,"LINESTRING (-21.7555263 64.1408812, -21.7557249 64.1407716)",,edge_19650,service,0.015581111982574244,6a1449fa-c3e2-4749-8cf4-671d861f192a,"LINESTRING (-21.7555263 64.1408812, -21.7557249 64.1407716)"
8810,7276,1583,"LINESTRING (-21.918765 64.1331067, -21.9199778 64.1327563)",,edge_11076,residential,0.07081121241829462,a6254f6f-5ece-48f4-be03-2e99801938b0,"LINESTRING (-21.918765 64.1331067, -21.9199778 64.1327563)"
8811,7276,10227,"LINESTRING (-21.918765 64.1331067, -21.9186795 64.1330524, -21.9185526 64.1329731)",,edge_11078,service,0.018133299729832946,7e1b8bfc-49b4-4806-8c61-c53e1e432839,"LINESTRING (-21.918765 64.1331067, -21.9185526 64.1329731)"
8812,7277,8028,"LINESTRING (-21.856102 64.1291004, -21.8563295 64.1289821, -21.8564806 64.1289151)",,edge_3416,residential,0.027710775124790074,d785e188-c416-4d11-805d-c44697bcc8e8,"LINESTRING (-21.856102 64.1291004, -21.8564806 64.1289151)"
8813,7277,9109,"LINESTRING (-21.856102 64.1291004, -21.8565863 64.1294958)",,edge_3420,service,0.04999349571847764,6169b444-51e2-43a4-93c2-39d4b7affc1c,"LINESTRING (-21.856102 64.1291004, -21.8565863 64.1294958)"
8814,7278,1497,"LINESTRING (-21.9350446 64.1373633, -21.9349986 64.1373567, -21.9349323 64.1373465)",,edge_11257,service,0.005780203011777278,4756a1f5-8e2c-4c3a-9182-e43855144185,"LINESTRING (-21.9350446 64.1373633, -21.9349323 64.1373465)"
8815,7279,14968,"LINESTRING (-21.7530524 64.1464355, -21.7527808 64.1465457)",,edge_19521,unclassified,0.018047084962781384,d99ee8ac-ed07-437c-8a8d-4eb7a3cdbd4f,"LINESTRING (-21.7530524 64.1464355, -21.7527808 64.1465457)"
8816,7280,11928,"LINESTRING (-21.8773693 64.1464565, -21.8773794 64.1461805, -21.8773802 64.1461054)",,edge_7305,service,0.0391445068573511,c3ddc677-f56c-4ad1-93e9-6e30060dc899,"LINESTRING (-21.8773693 64.1464565, -21.8773802 64.1461054)"
8817,7281,7772,"LINESTRING (-21.8313079 64.0977387, -21.8317708 64.0976161)",,edge_132,residential,0.026386804281860875,d643a3d6-aa18-4796-8fba-83612175bf46,"LINESTRING (-21.8313079 64.0977387, -21.8317708 64.0976161)"
8818,7282,449,"LINESTRING (-21.6637918 64.1039499, -21.6651892 64.1031998, -21.6658115 64.1030124, -21.6674852 64.1026375, -21.6684508 64.1024876, -21.6692627 64.102516, -21.6698467 64.1026023)",,edge_22492,unclassified,0.35608388094468846,eb8e756d-9b2e-41cc-97d6-015b9a302501,"LINESTRING (-21.6637918 64.1039499, -21.6698467 64.1026023)"
8819,7283,9319,"LINESTRING (-21.8821494 64.1341925, -21.8819705 64.1344304)",,edge_2552,residential,0.027915179323565926,0aad6698-11ef-476b-9d4f-3bd9947a157d,"LINESTRING (-21.8821494 64.1341925, -21.8819705 64.1344304)"
8820,7283,5276,"LINESTRING (-21.8821494 64.1341925, -21.8822601 64.1342067, -21.8827906 64.1342763)",,edge_2553,service,0.03259207369636244,bb0a4beb-4ccf-4192-8848-d0bcce3c8a52,"LINESTRING (-21.8821494 64.1341925, -21.8827906 64.1342763)"
8821,7285,6519,"LINESTRING (-21.8191753 64.1113977, -21.8192539 64.1114411, -21.8196144 64.1116399, -21.81967 64.1116912, -21.8196659 64.1117415, -21.8196285 64.1117848, -21.8195376 64.1118216, -21.8191751 64.1119456, -21.8188311 64.112014)",,edge_1019,residential,0.09843943225090337,cc86d789-bfbf-4d5f-a771-f6d9d744cc8d,"LINESTRING (-21.8191753 64.1113977, -21.8188311 64.112014)"
8822,7285,7549,"LINESTRING (-21.8191753 64.1113977, -21.819354 64.1112632)",,edge_1024,tertiary,0.0173398350609424,3b8f5aac-c128-484e-90bf-e71f4361183a,"LINESTRING (-21.8191753 64.1113977, -21.819354 64.1112632)"
8823,7286,15879,"LINESTRING (-21.8573554 64.1245944, -21.8564258 64.1249681, -21.8563493 64.1249988)",,edge_3893,residential,0.06659158786999447,9907586e-4cef-44eb-a996-2ee8c96c209e,"LINESTRING (-21.8573554 64.1245944, -21.8563493 64.1249988)"
8824,7288,6749,"LINESTRING (-21.8660714 64.119819, -21.8660116 64.1198092, -21.8659566 64.1198012, -21.8656616 64.1197627, -21.8655582 64.1197485, -21.8653617 64.1197246, -21.8653316 64.119722, -21.8653009 64.1197216, -21.8652704 64.1197231, -21.8652408 64.1197267, -21.8652139 64.119732)",,edge_1920,residential,0.043575924036592675,2b2d55dc-f23a-45bb-b885-e78cd3619ed0,"LINESTRING (-21.8660714 64.119819, -21.8652139 64.119732)"
8825,7289,7385,"LINESTRING (-21.8700424 64.130231, -21.8700055 64.130285, -21.8699365 64.1303859)",,edge_3194,service,0.018021965196395345,5fd6e440-3601-4cd2-9322-a2909e24c803,"LINESTRING (-21.8700424 64.130231, -21.8699365 64.1303859)"
8826,7289,9384,"LINESTRING (-21.8700424 64.130231, -21.8706184 64.1303178, -21.8707187 64.1303419)",,edge_3233,unclassified,0.0352503803253208,5cb3ffe9-9472-4f01-836a-22191a32420a,"LINESTRING (-21.8700424 64.130231, -21.8707187 64.1303419)"
8827,7291,1246,"LINESTRING (-21.8536721 64.1205226, -21.8536612 64.1204408)",,edge_3974,residential,0.009134449431073178,92542925-7f64-4774-92a3-ac1ed47d0fea,"LINESTRING (-21.8536721 64.1205226, -21.8536612 64.1204408)"
8828,7291,17390,"LINESTRING (-21.8536721 64.1205226, -21.8539763 64.1205138, -21.8550013 64.1204837, -21.8557933 64.1204632, -21.8565311 64.1204614)",,edge_3995,secondary,0.1395063716877054,c10242f1-f6f6-4a36-8a9b-47eb6e453fb9,"LINESTRING (-21.8536721 64.1205226, -21.8565311 64.1204614)"
8829,7293,347,"LINESTRING (-21.8698016 64.1316503, -21.8697086 64.1317816)",,edge_3086,service,0.015321967499925522,e3ec525e-bf0e-43b3-9f43-64082b86614c,"LINESTRING (-21.8698016 64.1316503, -21.8697086 64.1317816)"
8830,7293,8298,"LINESTRING (-21.8698016 64.1316503, -21.8696217 64.1316241)",,edge_3096,service,0.0092354040542883,26173272-4570-45d2-9b00-2fde4cdefe87,"LINESTRING (-21.8698016 64.1316503, -21.8696217 64.1316241)"
8831,7294,1743,"LINESTRING (-21.9901338 64.1525767, -21.989818 64.1526364)",,edge_13531,residential,0.01674749304202821,686d6683-2f98-41eb-94f4-2e9d3d779f94,"LINESTRING (-21.9901338 64.1525767, -21.989818 64.1526364)"
8832,7295,6686,"LINESTRING (-21.6310088 64.0901273, -21.6304712 64.0900352, -21.6263728 64.0893461, -21.6214965 64.0885303, -21.6176234 64.0878833, -21.6145067 64.0873653, -21.608858 64.0864088, -21.6064493 64.0859962, -21.6027425 64.085396, -21.6004251 64.0849998, -21.5975712 64.0845356, -21.5939449 64.0839354, -21.5873252 64.0828217, -21.5816067 64.0818393, -21.5773313 64.0811148, -21.576355 64.0809764, -21.5756898 64.0808616, -21.5755664 64.0806857, -21.5752606 64.0805567, -21.5747564 64.0805638)",,edge_17622,track,2.9554742007377253,262aa373-b02e-4881-a4c1-9f87b37e1338,"LINESTRING (-21.6310088 64.0901273, -21.5747564 64.0805638)"
8833,7297,1792,"LINESTRING (-21.7186899 64.1666918, -21.718447 64.1666734, -21.7175972 64.1666139)",,edge_15700,residential,0.05385461180979527,a4967bca-fd49-434b-b4b7-210d23bcbb37,"LINESTRING (-21.7186899 64.1666918, -21.7175972 64.1666139)"
8834,7297,17481,"LINESTRING (-21.7186899 64.1666918, -21.7188731 64.1662133)",,edge_15706,residential,0.054082300101195316,2f5036c0-c0e2-4e2c-9c0a-28d1e791de75,"LINESTRING (-21.7186899 64.1666918, -21.7188731 64.1662133)"
8835,7299,12178,"LINESTRING (-21.7181832 64.1479619, -21.7180992 64.1479629, -21.7171862 64.1480119, -21.7162451 64.1480334, -21.715585 64.1480058, -21.7151776 64.1479449)",,edge_18211,track,0.14796651344630657,b6e5dcac-6f42-4437-b257-1bd128c9b8df,"LINESTRING (-21.7181832 64.1479619, -21.7151776 64.1479449)"
8836,7303,6895,"LINESTRING (-21.7644648 64.1404141, -21.7650744 64.1407122)",,edge_19340,service,0.04455561830559575,ce6772c8-1980-4868-ac5f-e3b7c73a649d,"LINESTRING (-21.7644648 64.1404141, -21.7650744 64.1407122)"
8837,7304,6221,"LINESTRING (-21.8237632 64.1185215, -21.8254765 64.1187473)",,edge_4518,track,0.08719171156074104,fd1dd50c-b397-4b47-90cb-18d32a704b93,"LINESTRING (-21.8237632 64.1185215, -21.8254765 64.1187473)"
8838,7304,17955,"LINESTRING (-21.8237632 64.1185215, -21.8245886 64.1174786)",,edge_4529,track,0.12302130188410274,52afd58b-a63d-43f8-8e00-3539df404559,"LINESTRING (-21.8237632 64.1185215, -21.8245886 64.1174786)"
8839,7305,18730,"LINESTRING (-21.8502886 64.1403444, -21.8503111 64.1406135, -21.8503122 64.1406292, -21.8503172 64.1407094)",,edge_6486,trunk,0.04071414894196719,8d62a076-4401-45b0-9eff-439a74bfb817,"LINESTRING (-21.8502886 64.1403444, -21.8503172 64.1407094)"
8840,7305,7378,"LINESTRING (-21.8502886 64.1403444, -21.8502361 64.1404984, -21.850177 64.1405912, -21.8500958 64.140646, -21.8500248 64.1406823, -21.8499368 64.1407126, -21.8497585 64.1407444)",,edge_6487,trunk,0.055526101701546815,e0c21cac-b8a0-4787-b1ea-fdb1337cc7b8,"LINESTRING (-21.8502886 64.1403444, -21.8497585 64.1407444)"
8841,7306,6096,"LINESTRING (-21.8586083 64.1365348, -21.8587424 64.1365062, -21.8588617 64.1364808, -21.8590709 64.1364318, -21.8592624 64.1363828, -21.8595898 64.1362787, -21.8599036 64.1361716, -21.8602125 64.1360416, -21.8604745 64.1359078, -21.8607259 64.1357676, -21.8607645 64.135746, -21.861012 64.1355715, -21.8611899 64.1354073, -21.8619575 64.1345374, -21.8620369 64.1344474)",,edge_3565,residential,0.29644509930979634,f03dee31-abc2-446e-a7b4-5fdda2023c38,"LINESTRING (-21.8586083 64.1365348, -21.8620369 64.1344474)"
8842,7306,6744,"LINESTRING (-21.8586083 64.1365348, -21.8581443 64.1360371, -21.8581151 64.1360056, -21.8581113 64.1359745, -21.8581235 64.1359473, -21.8581398 64.1359236, -21.8581836 64.1358978, -21.8582821 64.1358562, -21.8585086 64.1357895, -21.8587245 64.1357164, -21.8589289 64.1356373)",,edge_3599,residential,0.12316936465256803,665e96c4-04e4-423f-95ce-8280e44a1e2b,"LINESTRING (-21.8586083 64.1365348, -21.8589289 64.1356373)"
